id,latitude,longitude,X,Y
01108,46.3866637865,5.3308227014,879095.7341268269,6590056.967169799
01109,46.1419227898,5.90040256654,923841.4553045082,6564345.939383148
01110,45.7361469025,5.62670101041,904225.170449709,6518569.9482573215
01111,45.8834810846,5.47541328981,891953.7313840465,6534543.439984998
01112,46.105831161,5.55568206762,897376.9245244538,6559420.871946797
01113,46.1538469834,5.08437171701,860846.0047126997,6563681.714173397
01114,46.1543700156,5.83319395258,918607.2302490541,6565539.011798464
01115,46.270304175,5.05775217893,858455.3184679751,6576556.201226348
01116,45.8009403071,5.62087768159,903533.794503232,6525746.299360901
01117,45.7253102173,5.60442351043,902533.4181571555,6517309.804507996
01118,45.9659473187,5.78961970355,915985.5563118636,6544507.905288466
01121,46.0336885573,5.49635755029,893050.0362227738,6551266.826478262
01122,45.9442772826,5.60860828487,902055.5573124611,6541623.691878561
01123,46.2403530179,4.8276569593,840817.390151435,6572795.03051996
01124,46.4336632942,5.22181275755,870575.0495987546,6595032.919987688
01125,46.2505107235,5.47152467919,890376.7452661966,6575272.956608577
01127,46.3267864521,5.35558241812,881195.9980444462,6583466.809126253
01128,46.4570082032,5.11128546723,862022.3109462692,6597391.729130077
01129,45.9663793103,5.19490390871,869951.9796560648,6543102.479026972
01130,46.3130831891,5.17796707174,867579.054146252,6581553.388866154
01133,45.7826434885,5.76546256637,914828.7355976192,6524098.62960601
01134,46.283072336,4.87747971182,844542.6334190384,6577627.820193219
01135,46.2915659686,5.99510417092,930516.5095683415,6581224.9461581595
01136,46.2220588715,4.8752193513,844529.5414345514,6570849.930075073
01138,45.8559966843,5.78398308932,915979.7252444813,6532290.036212334
01139,46.4885456881,5.16344336837,865928.0266558012,6601001.157163661
01140,46.273150382,5.1020896267,861860.271462183,6576962.097719797
01141,45.8200002803,5.6765554896,907784.2859950478,6528006.743591899
01142,45.8531616918,5.07289166803,860836.7941318733,6530278.644851082
01143,46.3756333495,6.1158647611,939437.7486843116,6590913.250476578
01144,46.33627762,4.99863894,853718.9206716571,6583763.4537130585
01146,46.1415406621,4.90141714714,846763.6014847687,6561959.155606934
01145,46.0667883703,5.21665199666,871322.5222127428,6554295.595252671
01147,46.4244066427,5.29313479651,876078.9847394438,6594161.904423614
01148,46.3133221173,5.64146584117,903228.9597481714,6582668.209258434
01149,45.984297392,5.37106901673,883528.8015000249,6545485.765217343
01150,46.2196603059,5.36799994918,882507.6058538448,6571604.132949741
01151,46.067579544,5.29361666429,877266.8375104261,6554553.304668271
01152,46.2271364137,5.73330448395,910623.3015310734,6573343.309902389
01153,46.3160845207,6.01926187996,932270.8042254428,6584016.6120108245
01154,46.3380891758,5.19286414645,868647.8746019218,6584361.027182232
01155,45.965147537,5.50283599885,893792.0824030441,6543675.002685151
01156,45.9104942091,5.1249258559,864701.8788989788,6536750.453734306
01157,46.020997974,4.7620080898,836303.6556538375,6548326.5260487
01158,46.166230455,5.90019477201,923726.3026643962,6567042.92258469
01159,46.3365833672,4.88507050971,844985.0670714478,6583582.590795743
01160,46.2519789243,6.10826403805,939394.3858689358,6577168.711290369
01162,45.8113298005,5.74459048839,913097.2862121859,6527225.767440588
01163,46.3784759782,5.18483641417,867906.5556131934,6588827.282663671
01165,46.0735946256,4.81293575559,840108.4926412641,6554255.052496033
01166,45.9939065077,4.78033196905,837788.722956801,6545350.567584867
01167,46.2136224825,4.82843188743,840945.8170989976,6569828.736927893
01169,46.1201611728,4.79288195016,838441.5434085703,6559389.582801748
01171,46.2508621615,5.61271973915,901247.5732728417,6575662.101723971
01172,46.3054983344,5.45012798616,888539.6826111858,6581325.1513543185
01173,46.3471891747,6.04650555568,934232.3774753013,6587548.803211887
01174,46.2227121191,5.78049809256,914275.7592014594,6572979.258938778
01175,46.414943437,4.95120595427,849855.6636343993,6592405.65908503
01177,46.207387937,5.43318666027,887572.1270891335,6570394.654542696
01179,46.2633634407,4.84621318847,842187.1110619714,6575382.944777234
01180,46.3318810665,6.11366767978,939460.547136641,6586051.5362829855
01181,46.2260039429,5.61095413441,901202.8883076849,6572898.56185084
01338,45.6891842277,5.5843972561,901107.9131515827,6513248.95028164
01183,46.106624674,4.78159420118,837603.996061783,6557866.998007968
01187,46.0317412192,5.70267027388,909006.1608313553,6551575.936145442
01184,46.1611241927,5.42944457639,887441.7899369666,6565250.553451129
01185,45.9696520061,5.57627261783,899459.899566571,6544357.832785081
01186,45.9061631889,5.54077986031,896939.7618840835,6537221.991623455
01188,46.1866986838,4.88840344003,845639.3923095366,6566948.467502099
01189,46.0497734524,5.75991363273,913361.2120871384,6553730.323061447
01190,45.7919647191,5.57389398559,899918.8933341408,6524630.063920375
01191,46.0381623415,5.52447901164,895208.126717833,6551832.527824957
01192,46.2179780137,5.56258251719,897505.5615867767,6571885.624856621
01193,45.6557496407,5.63909140794,905486.5063302966,6509678.836422497
01194,45.9777239103,4.75984637871,836243.5540429695,6543518.389297747
01195,46.2150037064,5.31215372338,878219.7844357179,6570959.674805925
01196,46.3660828991,5.11429701617,862523.7067102161,6587303.906697814
01197,46.1464982407,5.33452833151,880168.7960459027,6563406.122400265
01198,45.9499899849,5.10261326872,862856.0758836182,6541088.621205394
01199,46.0497041467,5.41094771899,886392.8581106067,6552839.294789846
01200,46.0932491295,5.49438685213,892688.7817306141,6557872.9464338245
01202,45.8917015798,5.32917518895,880590.2959485593,6535110.931852499
01203,46.2469919709,4.89933490972,846321.258580099,6573662.418115345
01205,46.1323202721,5.84050985141,919259.5425441517,6563112.229706452
01206,46.0544405897,5.54127421165,896448.2191776562,6553680.95797695
01207,45.9859131165,4.98196682865,853413.4126391977,6544834.950095745
01208,45.8108837933,5.77267317838,915278.5478980844,6527252.44339535
01209,46.1086518044,5.87649017888,922131.3783281941,6560586.110723661
01210,46.2855010936,5.92927713771,925477.4992292766,6580361.83160338
01211,46.1160216305,5.20200684747,870038.4616782309,6559729.18762699
01212,46.4114892731,5.15107164478,865212.4884563567,6592420.931424933
01213,45.9269989549,5.2947657235,877809.2501156607,6538950.946932151
01214,46.1624187428,5.47633297491,891053.7430283056,6565506.621865594
01215,46.0238143134,5.76236736492,913651.6543028778,6550855.945285392
01216,45.7444141403,5.53602066955,897147.7895031727,6519257.074552431
01218,45.9302479879,5.7413126836,912384.5180556821,6540414.881977076
01219,45.8105943351,5.52320457866,895917.0140071814,6526570.764870182
01221,45.9690865613,5.65968816497,905917.7994475688,6544509.193941249
01224,45.7921564114,5.21770971647,872260.6930657369,6523811.925596395
01225,46.061730034,4.78075207026,837651.3885633931,6552881.218700428
01227,45.7754050255,5.71540945601,910969.656720567,6523160.323467778
01228,46.1201642836,5.52854394238,895230.7893948801,6560944.28577082
01229,46.3295545661,5.14386299599,864905.9811447109,6583310.095510862
01230,46.4302754511,5.10675899732,861754.2268766938,6594414.712951581
01231,46.3643830585,4.90242777155,846245.4233052973,6586700.955217683
01232,46.3434312497,5.24374534963,872543.1282611109,6585063.9735651165
01233,45.7738495266,5.54985181107,898117.0979373518,6522558.821463552
01234,45.8010384947,5.71570352924,910894.612883684,6526006.040027809
01235,46.0549073186,5.0741150816,860343.2791113079,6552677.335437928
01236,46.3409117711,5.06434294764,858757.748439987,6584407.924435512
01237,46.2030768095,5.61384033805,901509.4872467259,6570361.220389462
01238,45.9094016817,4.82779660051,841678.8035792253,6536052.722696441
01239,45.7571503942,5.7620535823,914663.0316692909,6521260.064544138
01240,46.2565319445,5.53958933702,895596.3480297516,6576107.640563421
01241,46.244997627,5.33594738489,879954.7340104672,6574343.07341336
01242,46.0648564341,5.44210660051,888748.9878573033,6554595.186378961
01243,46.0472670758,4.75935643933,836033.5734721816,6551238.424155785
01244,45.9060530318,5.20404833653,870846.8208763693,6536425.559131136
01246,46.2423102101,5.04725416984,857727.7027571232,6573427.447235415
01247,46.3622451724,6.00902631941,931288.4677398993,6589109.1123768855
01248,45.8955939299,4.92416967439,849184.9318406762,6534697.298233455
01249,45.8442099203,4.94106746787,850635.0475457032,6529024.873426524
01250,45.9762325343,4.81028471711,840151.5046406483,6543441.089338111
01252,46.1446696076,4.820110702,840480.9749480304,6562158.64606284
01254,46.1686969123,5.27962107938,875861.3241192349,6565746.473356264
01255,45.799449019,5.46428608859,891382.3457577715,6525189.194617385
01257,46.17325293,5.79006091307,915206.4325329612,6567516.167513754
01258,46.0962893261,4.80453564172,839401.8320702354,6556759.785772893
01259,46.219333227,5.11149132074,862743.8220585729,6571007.051810904
01260,45.9287482486,5.07092815964,860464.3596318453,6538665.674398873
01261,45.9622791838,4.94555984534,850660.5791419559,6542141.106330391
01262,45.8909006209,5.01987566185,856616.9694254611,6534361.589809367
01263,46.0849573236,4.7608579486,836056.3218628778,6555425.495461228
01264,46.1867200301,5.11706011755,863270.0268433726,6567398.101991335
01265,46.1795688194,5.59510550127,900151.4613164566,6567704.3958941745
01266,46.3252811442,5.11295966315,862542.165431691,6582771.615956377
01268,45.6420014274,5.66039684889,907196.20784765,6508208.608036393
01269,46.1537845403,5.61352793799,901666.5584247103,6564889.4516581865
01272,46.1567753049,5.00942432434,855055.4900138667,6563856.878984319
01273,46.0909654813,5.37349784691,883360.7382778942,6557331.606144252
01274,46.1342937114,5.63714517869,903560.5256433703,6562786.772002708
01275,45.8184192468,4.9309045685,849916.5505176227,6526142.325784577
01276,45.8222941077,5.05949629195,859887.0712441375,6526824.754245208
01277,45.999944824400004,5.45847815374,890238.325695041,6547429.480631838
01267,46.1830720992,5.51435812316,893913.4496988637,6567891.749821799
01279,45.9651165469,5.47146617499,891364.0543371264,6543595.056454993
01280,45.8339690378,5.5395794296,897104.5499534013,6529205.955696941
01281,46.2774557513,6.09454723599,938227.6276045971,6579954.299793398
01282,46.067796636,5.55697547429,897613.5308017704,6555202.560176841
01283,46.2605435859,5.65344320923,904347.0489264631,6576841.234665183
01284,46.3867168877,4.91805840196,847386.520909189,6589209.542008242
01285,45.9184267932,4.82747423402,841630.6269189605,6537054.117437167
01286,45.7437340183,5.73800737134,912846.5969862768,6519705.9733727435
01288,46.1913554154,5.91968751164,925126.1806122095,6569886.58927986
01289,46.1711903413,5.21802169564,871102.731183827,6565887.924386469
01290,45.8803945768,5.17955874977,869027.6351720977,6533524.5718338
01291,46.2465065604,4.97464940331,852123.5097054546,6573750.857060992
01293,46.1498184067,5.50572312284,893364.8875413118,6564179.577888492
01294,45.6762428663,5.67912809192,908525.4778353223,6512058.309505944
01295,46.1226331853,4.82243226719,840716.6026184614,6559716.265039792
01296,46.385801285,5.27417594024,874747.0875945672,6589834.302540933
01297,45.8928509581,5.08915465965,861981.7568828987,6534717.866018277
01298,46.1883038423,5.71763811249,909564.9489108193,6568991.77871798
01299,46.0230264227,5.08912046926,861596.6860940065,6549168.766157176
01204,46.1479592076,5.71829194244,909769.552783016,6564515.848656626
01301,46.2463108642,5.13794412439,864701.0788095747,6574056.729402903
01302,45.7965373468,5.74794515549,913414.8022414453,6525593.1099554375
01303,46.089530586,5.41681266947,886710.7956148034,6557273.834595218
01304,46.0542077091,5.34703652618,881438.4296156844,6553190.331908587
01305,46.4422864477,4.92862459427,848047.5675211493,6595398.70629238
01306,46.2637215091,4.88186068102,844931.0595938953,6575487.507485205
01307,46.155963139,5.57615832883,898776.1617650837,6565036.50048431
01308,46.1450914685,5.95100479291,927731.78210876,6564842.2757495465
01309,46.3219301481,5.42318000482,886410.6742796816,6583085.098730236
01310,45.6806263123,5.64396081449,905773.0246832548,6512452.563501218
01311,45.876457149,5.56475010385,898904.2124049283,6533984.931562064
01313,46.25827228,6.07223251859,936593.5093634923,6577758.466375059
01314,46.0197521486,5.28523353803,876772.8020604058,6549225.487305983
01316,45.8176794806,5.64970405499,905709.2093878058,6527678.859206691
01317,46.1905550894,5.35572056985,881657.8979084006,6568345.085081746
01318,45.9673905154,4.86343025951,844288.4277863293,6542555.166734708
01319,46.0843657897,4.94176845356,850033.6739676236,6555687.553042079
01320,46.3077356023,4.8746938271,844263.1751138943,6580360.868610798
01321,46.1615355815,5.33543916388,880189.686547101,6565077.383816113
01322,45.9367652442,4.82840395968,841655.517030928,6539091.730204809
01323,46.4285569061,4.91285056272,846873.8714229114,6593844.972925116
01325,45.9518762734,5.16936671105,868019.3704227912,6541437.875582338
01328,46.1237520756,5.0217131176,856097.4219178087,6560215.023210457
01329,45.8363854589,5.59926863007,901726.7260049856,6529624.90039458
01330,46.0037108867,5.65322391497,905288.3409927882,6548335.230054755
01331,46.0983335519,5.45573839846,889686.6420410207,6558343.720411597
01334,46.2140960915,4.91291358797,847455.6219763776,6570035.59712645
01332,46.298541568,4.91411565769,847320.960183209,6579412.92787544
01333,45.927001954,4.9537332449199996,851390.303534433,6538240.385701288
01335,46.1131399612,5.0802376895,860646.1441038236,6559154.316601469
01336,46.1492410532,5.1417520014799996,865286.7052225546,6563288.900511352
01337,46.4519173207,4.95309825903,849899.4136076526,6596514.109393896
01339,45.9493830581,4.74276628471,834990.9223337817,6540342.567712443
01341,45.7825741014,5.7326531461,912281.2999161894,6524002.195284471
01343,46.2754005606,4.96757105158,851498.3726051403,6576944.986916258
01345,45.9488551151,5.32367701698,879977.376122785,6541442.542436929
01344,46.2111998453,5.18462806771,868404.4303692697,6570257.519225875
01346,46.3069992095,5.05820697692,858384.1245581688,6580630.800288164
01347,45.9564926067,4.77766764875,837676.0818002662,6541192.14849515
01348,46.1840408682,4.81645666173,840098.4262139882,6566523.219474639
01349,45.9322494861,5.15187041178,866723.9930440707,6539222.044868394
01350,46.2749447261,5.28428557632,875879.7837012667,6577550.933351432
01351,46.1468059584,4.86696454244,844091.004477871,6562480.253405196
01352,46.4030398952,5.00605581573,854100.905108555,6591189.706761875
01354,46.254539333,6.0362907345,933842.9311699407,6577237.159597145
01355,46.2815955593,5.01311826405,854987.1126574219,6577721.130597113
01356,46.1037951263,5.03001967494,856795.6042946714,6558015.97442221
01357,46.1821955394,5.74672259773,911830.4292029173,6568391.45646545
01358,45.7709749249,5.61753440834,903384.5448839563,6522411.838966532
01359,46.0797285417,5.06090903982,859250.6605707197,6555406.076948467
01360,46.2178585727,5.94203093769,926738.5696368036,6572891.707948947
01361,45.8405002569,5.21167430462,871641.6642182564,6529165.282125841
01362,45.9598424323,4.89936410681,847090.4728375431,6541783.487220675
01363,46.0291437714,5.38252835538,884265.280094832,6550490.405106944
01364,46.3972479854,5.06297763777,858489.3389365816,6590659.374879087
01365,46.2683632132,4.92198366998,848007.9727250241,6576077.25419275
01367,46.3997655501,5.10354296019,861597.6137458724,6591021.081875108
01368,46.2014862081,4.959356342,851069.6478074901,6568723.46184237
01369,46.1929758576,5.28494181398,876193.6681839823,6568453.416887855
01370,46.3051486294,4.83949202669,841561.4803536972,6580009.947113117
01371,45.9485803654,4.9896671017,854113.7771730135,6540705.441662613
01372,45.848212674,5.67889099153,907859.254157837,6531144.0892124195
01373,46.135983782,5.57106016428,898455.1571924493,6562806.127081624
01374,46.1061500835,5.32551470817,879605.3066132835,6558906.83932396
01375,46.291445874,5.12291715091,863408.9825915821,6579036.024357453
01376,45.8343709108,4.97726215174,853470.6835066192,6528002.28081316
01378,45.8200191939,5.16980415584,868455.5596344024,6526801.556124007
01379,45.9527471237,5.2708276475,875872.7108405699,6541755.483566546
01380,46.4528537121,5.1759906585,866999.331057489,6597065.330119498
01381,46.052861561,5.14246131764,865631.7978881362,6552591.308349403
01383,46.0956691617,5.12762470203,864356.9959761557,6557312.379925704
01384,45.9504631708,5.44017084612,888991.932437485,6541893.207760407
01385,46.1846642149,5.16771354778,867181.7723321625,6567275.875318572
01386,45.886308438,5.37608915006,884244.6557549495,6534620.66703826
01387,46.3209806116,5.04148389346,857057.3916984876,6582149.546357633
01388,46.4612969335,5.06679195727,858596.1544441183,6597777.516299604
01389,46.0618477991,4.90158948884,846990.0070560852,6553112.088517855
01390,45.8222315102,5.27019602929,876240.4504659144,6527266.259073477
01342,45.895522477,5.04935536228,858888.9353130399,6534933.573332858
01353,45.9669798317,4.79478189169,838974.8427740632,6542386.440728989
01366,45.8819723176,5.28452304614,877160.4662703217,6533929.803398194
01382,46.0142006121,4.93624894982,849798.3333233538,6547887.543276673
01391,46.3635396668,5.34742387197,880447.2918447773,6587527.8745642565
01392,46.2648715781,5.58607689306,899145.1731105912,6577149.484330229
01393,46.0656961548,4.98282673172,853257.5004831232,6553693.769996041
01396,45.8654038798,5.40416104083,886491.3836402802,6532366.171491448
01397,46.3126908233,6.11043836433,939296.2474679246,6583912.2714612605
01398,45.997346828,4.8576200906,843760.3665006821,6545870.304617348
01399,46.2935928404,6.07287743792,936490.544368506,6581679.855966618
01400,45.7976976614,5.49810658524,894014.2078821001,6525077.336058483
01401,46.2626243003,5.98914553194,930179.7647511321,6577995.833923525
01402,46.4981991944,4.97856020441,851724.4247597562,6601700.987149198
01403,45.8133219416,5.44125880379,889546.9417548785,6526673.503850891
01404,46.1466977757,5.45023362942,889094.9443051016,6563698.8156615
01405,46.1385540577,5.17887070992,868183.3127276904,6562180.921724105
01406,46.4346497878,5.05559973107,857814.5381458412,6594796.810355528
01407,45.9484118176,5.82616979887,918883.9193155443,6542662.459433118
01408,46.2340471594,5.42240815305,886650.6736840653,6573328.264906965
01410,46.2229768712,5.50566888767,893102.9418850009,6572299.701306825
01411,45.8781798572,5.43058627512,888496.8866186532,6533847.029820928
01412,46.1735383313,4.95772382526,851020.7450311002,6565617.644154315
01413,46.030402108,5.79957920623,916502.6246546411,6551688.426367117
01414,45.9311367808,5.64988248129,905300.3127875846,6540271.707713821
01415,45.8637167128,5.72090411074,911058.5200896747,6532976.258562715
01416,45.922698278,5.51453923595,894848.0375429231,6538992.178826421
01417,45.8931883593,5.59700638944,901343.792336504,6535923.697028344
01418,45.8169214201,5.0184098869,856713.3178076715,6526145.945195685
01419,46.2435475879,5.96506297987,928405.6899615829,6575808.90152779
01420,46.1700943481,4.79387095814,838391.9352657818,6564935.017009502
01421,45.92125055,5.40400282244,886290.3307473169,6538564.715852891
01422,46.1384790158,5.30400055922,877839.4487069221,6562446.758471745
01423,45.959898291,4.82898610612,841641.1125841645,6541661.0176584665
01424,45.8745670311,4.9639268325,852324.8293653417,6532438.865473607
01425,46.0970027075,5.26099875456,874653.0426775761,6557746.721915643
01427,45.940671655,4.7714415007,837233.3740727146,6539424.832312331
01426,46.2803281838,5.36083165162,881753.8899627966,6578321.8646077365
01428,46.1146467438,4.86551696868,844063.6682184516,6558907.298732921
01429,46.217806795,5.08189056957,860467.3365716498,6570777.017534053
01430,46.0433928197,5.2947944594,877435.8878064556,6551871.134792723
01431,45.9201205456,5.36353184193,883158.8648281613,6538344.607971651
01432,46.3459093717,5.34853019646,880590.5343351525,6585573.368274653
01433,46.4848229774,5.10590413121,861527.0673547658,6600468.574458055
01434,45.9854373478,5.11204819151,863481.3983178319,6545043.157044627
01435,46.2997631425,6.10057952207,938594.5233585519,6582447.89583433
01436,46.3610768127,6.08470665475,937107.7724385646,6589203.9222469
01437,46.4743960759,5.02617426573,855442.7055672538,6599150.983635134
01439,46.3593397751,4.86265852202,843202.0234055294,6586068.1512617
01442,45.8898392612,5.68999399947,908562.972817579,6535793.343654937
01441,46.0853386653,5.54922100161,896951.561999119,6557130.221385175
01443,45.9927150222,5.04507856642,858277.9169840659,6545714.6202195
01444,45.8485624628,5.44711117486,889879.9303354562,6530599.167421965
01445,46.3458538978,5.31036160991,877656.5806458713,6585480.626319791
01446,46.0319048788,4.85182526102,843221.9966145891,6549696.401285892
01447,46.1926750369,5.3947679407,884660.9234919939,6568670.975025233
01448,46.0954293058,5.7569250415,912953.2826162969,6558789.2727686195
01449,46.0099989032,5.25214547187,874244.8824504782,6548069.287996469
01450,45.932014998,5.22953071636,872740.171763841,6539362.94796984
01451,46.2508985632,5.22302249216,871239.232290201,6574746.988056811
01452,45.8464417872,5.63971940347,904827.5844424594,6530845.180406256
01453,45.9063608209,5.73707051523,912147.9169273037,6537752.396724327
01454,45.7267387762,5.71282330936,910954.4463558451,6517752.176040576
01456,45.8129059524,5.72536666767,911599.2526049935,6527348.997743753
01457,46.2168871367,4.99744373712,853962.3699329161,6570506.787768539
02001,49.5991518653,3.17708232927,712807.9468667018,6944452.749111612
02002,49.6936187791,3.39735632148,728686.8452182239,6955023.338744311
02003,49.3471963534,3.41817609834,730394.0354245832,6916485.388442136
02004,49.7166573626,3.96043211816,769305.0822584204,6957936.677409025
02005,49.393650796,3.96803679426,770294.4310613859,6922003.9084668495
02006,49.930148162,3.51120205593,736735.3096459451,6981397.456589552
02007,49.4848002918,3.81870255331,759345.7364078468,6932021.914597232
02008,49.4384256824,3.51149185429,737110.6154885882,6926674.7144801
02009,49.7667120841,3.36639043616,726413.5560558948,6963147.439666439
02010,49.4624440593,3.45394275872,732919.9032698515,6929321.447725929
02011,49.3762672939,3.18334679178,713318.6225816553,6919654.515186889
02012,49.3215250088,3.40362196255,729350.8133749093,6913624.063263553
02013,49.498787026,3.92278993322,766872.2641581845,6933661.255020627
02014,49.6108275885,3.30289341579,721902.5465179329,6945779.669349529
02015,49.2186389559,3.20808809779,715162.0787290661,6902124.036806129
